customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment
1150-FTQGN,Female,0,1,1,60,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.15,5811.8,0,1.5691666666666668,61.72915560276155,5649.0,1,1,0,0,1,0,3,1,1,1,1,Loyal (4-6yr),2,0,1
9223-UCPVT,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,94.4,94.4,1,94.4,1.0,94.4,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
7196-LIWRH,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,124.45,0,3.2583333333333333,6.365728900255754,117.30000000000001,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,0
5448-VWNAM,Female,0,0,1,19,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Mailed check,75.9,1375.6,0,3.9947368421052634,18.123847167325426,1442.1000000000001,1,1,0,1,1,0,4,1,1,1,1,Developing (1-2yr),3,0,0
1177-XZBJL,Male,0,1,1,53,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),64.15,3491.55,0,1.2103773584905662,54.42790335151987,3399.9500000000003,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1
3518-FSTWG,Male,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.55,7920.7,0,1.5215277777777778,72.30214513920585,7887.599999999999,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
9330-VOFSZ,Female,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.8,6640.7,0,1.8466666666666667,59.93411552346571,6648.0,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
4351-QLCSU,Female,0,0,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),55.0,55.0,1,55.0,1.0,55.0,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,0,1
0939-EREMR,Female,0,0,1,13,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,53.45,718.1,0,4.111538461538462,13.434985968194574,694.85,0,0,1,1,0,0,2,0,1,1,1,Developing (1-2yr),3,0,0
9389-ACWBI,Female,0,1,1,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),69.95,320.4,0,13.99,4.580414581844174,349.75,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1
5419-JPRRN,Male,0,0,0,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.45,101.45,1,101.45,1.0,101.45,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
3644-QXEHN,Male,0,1,1,13,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,97.0,1334.45,0,7.461538461538462,13.75721649484536,1261.0,0,0,1,0,1,1,3,1,1,1,1,Developing (1-2yr),3,1,0
2911-IJORQ,Male,0,0,0,37,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),90.6,3358.65,0,2.4486486486486485,37.07119205298014,3352.2,1,1,1,1,1,1,6,1,1,1,1,Established (2-4yr),2,0,1
5921-NGYRH,Male,0,1,0,64,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,73.55,4764.0,0,1.14921875,64.77226376614549,4707.2,1,0,0,0,0,0,1,0,1,1,1,Loyal (4-6yr),3,0,0
2100-BDNSN,Female,0,1,0,5,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),67.95,350.3,1,13.59,5.155261221486387,339.75,0,0,1,1,1,0,3,1,1,1,1,New (0-12m),3,0,1
5998-DZLYR,Female,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),94.35,5703.0,0,1.5467213114754097,60.44515103338633,5755.349999999999,0,1,0,1,0,1,3,1,1,1,1,Loyal (4-6yr),1,0,1
0488-GSLFR,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.5,69.5,1,69.5,1.0,69.5,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
9318-NKNFC,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.85,18.85,1,18.85,1.0,18.85,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
3985-HOYPM,Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,525.55,0,0.7461538461538461,27.09020618556701,504.4,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0
9728-FTTVZ,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.2,69.2,1,69.2,1.0,69.2,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
9548-LERKT,Male,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,483.15,0,0.8229166666666666,24.463291139240503,474.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,0
6576-FBXOJ,Male,0,1,0,17,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,54.6,934.8,0,3.211764705882353,17.12087912087912,928.2,0,0,1,1,1,1,4,1,0,1,0,Developing (1-2yr),2,1,0
4310-KEDTB,Female,0,0,1,26,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,29.8,786.5,0,1.146153846153846,26.392617449664428,774.8000000000001,0,0,1,0,0,0,1,0,0,1,0,Established (2-4yr),3,0,0
7254-IQWOZ,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,69.65,1,69.65,1.0,69.65,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
2474-BRUCM,Male,1,1,0,40,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,101.85,4086.3,1,2.5462499999999997,40.120765832106045,4074.0,1,0,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0
4062-HBMOS,Male,0,0,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.05,5364.8,0,1.981730769230769,52.06016496846191,5358.599999999999,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0
0742-NXBGR,Female,0,0,0,1,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,82.3,82.3,1,82.3,1.0,82.3,0,1,1,0,0,0,2,0,1,1,1,New (0-12m),3,1,0
2676-ISHSF,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,20.3,0,20.3,1.0,20.3,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
9236-NDUCW,Female,0,0,0,21,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,0,Mailed check,35.1,770.4,0,1.6714285714285715,21.94871794871795,737.1,1,0,0,1,0,0,2,0,0,1,0,Developing (1-2yr),1,0,0
4753-PADAS,Female,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.7,6816.95,0,1.5776119402985076,64.49337748344371,7081.900000000001,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,0,1
6103-QCKFX,Female,0,1,1,44,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),56.25,2419.55,0,1.2784090909090908,43.01422222222222,2475.0,1,0,0,1,0,0,2,0,1,1,1,Established (2-4yr),3,0,1
7781-EWARA,Male,0,1,1,70,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,60.35,4138.7,0,0.8621428571428572,68.57829328914664,4224.5,0,1,1,1,1,1,5,1,0,1,0,Loyal (4-6yr),2,1,0
6110-OHIHY,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,79.25,267.6,1,26.416666666666668,3.3766561514195588,237.75,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
7018-FPXHH,Male,0,1,1,56,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.8,3457.45,0,1.0678571428571428,57.81688963210702,3348.7999999999997,1,1,1,0,0,0,3,1,1,1,1,Loyal (4-6yr),1,0,1
5889-LFOLL,Female,0,0,0,13,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1115.2,1,6.507692307692308,13.182033096926716,1099.8,0,0,0,0,0,1,1,0,1,1,1,Developing (1-2yr),3,1,0
5708-EVONK,Female,0,1,1,58,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),93.4,5435.6,1,1.610344827586207,58.19700214132762,5417.200000000001,1,1,0,0,0,1,3,1,1,1,1,Loyal (4-6yr),3,0,1
8708-XPXHZ,Female,0,1,1,42,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,4186.3,1,2.242857142857143,44.44055201698514,3956.4,0,0,0,0,1,1,2,0,1,1,1,Established (2-4yr),3,1,0
0616-ATFGB,Male,1,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.05,25.05,1,25.05,1.0,25.05,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,1,0
0572-ZJKLT,Female,0,1,1,46,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,99.65,4630.2,0,2.1663043478260873,46.464626191670845,4583.900000000001,1,0,1,1,0,1,4,1,1,1,1,Established (2-4yr),1,0,0
5135-RDDQL,Female,0,1,1,63,1,No,DSL,Yes,No,No,No,No,No,Two year,1,Bank transfer (automatic),50.65,3221.25,0,0.803968253968254,63.59822309970385,3190.95,1,0,0,0,0,0,1,0,1,1,1,Loyal (4-6yr),1,0,1
1353-LJWEM,Male,0,0,0,11,1,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,60.9,688.5,0,5.536363636363636,11.305418719211822,669.9,0,1,1,1,0,0,3,1,1,1,1,New (0-12m),3,1,0
1794-SWWKL,Male,0,1,1,15,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),59.65,867.1,0,3.9766666666666666,14.536462699077955,894.75,0,0,1,1,0,0,2,0,1,1,1,Developing (1-2yr),3,0,1
6166-YIPFO,Male,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,64.7,4746.05,0,0.8986111111111111,73.35471406491499,4658.400000000001,1,1,1,1,1,1,6,1,0,1,0,Loyal (4-6yr),1,1,0
7016-BPGEU,Female,0,0,0,29,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),25.1,712.85,1,0.8655172413793104,28.400398406374503,727.9000000000001,0,0,0,0,0,0,0,0,0,1,0,Established (2-4yr),3,0,1
6876-ADESB,Male,0,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.95,48.95,1,48.95,1.0,48.95,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
9332-GYWLO,Female,0,1,1,6,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,54.85,355.1,0,9.141666666666667,6.474020054694622,329.1,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
1963-SVUCV,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3,1,45.3,1.0,45.3,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
4184-VODJZ,Male,0,1,1,63,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,1,Electronic check,91.35,5764.7,0,1.45,63.1056376573618,5755.049999999999,0,1,0,0,0,1,2,0,1,1,1,Loyal (4-6yr),2,1,0
0220-EBGCE,Male,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,85.85,167.3,1,42.925,1.9487478159580667,171.7,0,0,1,0,0,1,2,0,1,1,1,New (0-12m),3,1,0
1092-WPIVQ,Female,0,1,1,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,428.45,0,1.3944444444444446,17.069721115537845,451.8,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,0
7233-IOQNP,Female,0,1,0,43,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),34.0,1505.35,0,0.7906976744186046,44.275,1462.0,1,0,0,1,0,0,2,0,0,1,0,Established (2-4yr),3,0,1
2834-JKOOW,Female,0,0,0,15,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Mailed check,45.9,693.45,0,3.06,15.107843137254903,688.5,1,1,1,1,0,0,4,1,0,1,0,Developing (1-2yr),2,0,0
2754-VDLTR,Male,0,0,1,10,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.2,930.4,1,9.52,9.773109243697478,952.0,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,1,0
2400-FEQME,Male,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,1177.95,0,0.37272727272727274,57.4609756097561,1127.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
3190-XFANI,Male,0,0,1,49,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),100.6,5069.65,1,2.0530612244897957,50.3941351888668,4929.4,0,0,0,1,1,1,3,1,1,1,1,Loyal (4-6yr),2,0,1
7551-DACSP,Male,0,1,1,6,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,55.3,324.25,1,9.216666666666667,5.863471971066908,331.79999999999995,0,1,1,0,0,0,2,0,1,1,1,New (0-12m),3,0,0
4957-SREEC,Male,0,1,1,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.35,1458.1,0,0.29071428571428576,71.65110565110564,1424.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
7235-NXZCP,Male,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.85,156.4,1,37.425,2.0895123580494324,149.7,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
0230-UBYPQ,Male,1,1,0,63,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),36.1,2298.9,0,0.5730158730158731,63.6814404432133,2274.3,1,0,0,1,0,0,2,0,0,1,0,Loyal (4-6yr),2,0,1
4923-ADWXJ,Female,0,0,0,25,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),65.8,1679.65,0,2.6319999999999997,25.526595744680854,1645.0,0,1,0,1,0,1,3,1,1,1,1,Established (2-4yr),3,0,1
1763-KUAAW,Female,1,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.35,369.6,0,1.1305555555555555,18.16216216216216,366.3,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,1
1104-TNLZA,Male,1,1,0,28,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.8,2998.0,0,3.7785714285714285,28.336483931947072,2962.4,0,1,0,1,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
5195-KPUNQ,Female,1,0,0,53,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Mailed check,96.75,5206.55,0,1.8254716981132075,53.81447028423773,5127.75,1,1,0,1,0,1,4,1,1,1,1,Loyal (4-6yr),2,0,0
0520-FDVVT,Male,0,0,0,35,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),102.35,3626.1,1,2.924285714285714,35.42843185148999,3582.25,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),2,0,1
3439-GVUSX,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.4,24.4,0,24.4,1.0,24.4,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,0,0
1444-VVSGW,Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),115.65,7968.85,1,1.6521428571428571,68.90488543017726,8095.5,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),2,0,1
5712-PTIWW,Male,0,0,0,2,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,79.85,152.45,1,39.925,1.9092047589229806,159.7,0,0,1,1,0,0,2,0,1,1,1,New (0-12m),3,1,0
5949-HGVJL,Female,0,1,0,26,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,73.05,1959.5,0,2.8096153846153844,26.824093086926762,1899.3,0,1,0,1,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
5203-XEHAX,Female,0,0,0,34,1,No,DSL,Yes,Yes,No,No,No,Yes,One year,0,Electronic check,64.35,2053.05,0,1.8926470588235293,31.90442890442891,2187.8999999999996,1,1,0,0,0,1,3,1,1,1,1,Established (2-4yr),2,1,0
1635-HDGFT,Female,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,398.55,0,1.0789473684210527,19.441463414634146,389.5,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,0
3315-TOTBP,Male,0,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,76.0,1130.85,1,5.066666666666666,14.879605263157893,1140.0,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,0
8050-XGRVL,Female,0,1,1,62,1,No,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),54.75,3425.35,0,0.8830645161290323,62.5634703196347,3394.5,1,0,1,0,0,0,2,0,1,1,1,Loyal (4-6yr),2,0,1
6661-HBGWL,Female,1,0,0,42,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.75,4323.45,1,2.494047619047619,41.273985680190926,4399.5,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),3,0,1
1518-VOWAV,Female,0,0,0,9,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,74.65,703.55,1,8.294444444444444,9.424648359008707,671.85,1,1,0,0,1,1,4,1,1,1,1,New (0-12m),3,1,0
9828-QHFBK,Male,0,0,0,24,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,51.15,1275.7,0,2.13125,24.94037145650049,1227.6,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0
3908-MKIMJ,Male,1,1,0,68,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Electronic check,41.95,2965.75,0,0.6169117647058824,70.69725864123957,2852.6000000000004,1,1,1,0,0,0,3,1,0,1,0,Loyal (4-6yr),1,1,0
5012-YSPJJ,Male,0,1,1,31,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,54.35,1647.0,0,1.7532258064516129,30.30358785648574,1684.8500000000001,0,0,1,1,0,0,2,0,1,1,1,Established (2-4yr),3,0,0
5909-ECHUI,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,56.25,56.25,1,56.25,1.0,56.25,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0
1309-BXVOQ,Male,0,1,0,21,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.1,2249.95,1,5.052380952380952,21.205937794533458,2228.1,0,0,1,1,1,1,4,1,1,1,1,Developing (1-2yr),3,1,0
6728-VOIFY,Female,0,1,0,63,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,96.0,6109.75,0,1.5238095238095237,63.643229166666664,6048.0,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,1,0
9317-WZPGV,Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.75,159.4,1,39.875,1.9987460815047022,159.5,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,0,1
4891-NLUBA,Female,0,1,1,61,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),61.45,3751.15,0,1.007377049180328,61.04393816110659,3748.4500000000003,0,1,1,1,1,1,5,1,0,1,0,Loyal (4-6yr),1,0,1
2856-HYAPG,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.65,68.65,1,68.65,1.0,68.65,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
8969-PRHFK,Male,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,411.25,0,1.0916666666666666,20.92875318066158,353.7,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0
0661-KQHNK,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.0,105.5,0,3.1666666666666665,5.552631578947368,114.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),2,0,1
8709-KRDVL,Female,0,0,0,33,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.0,3320.6,0,3.0303030303030303,33.205999999999996,3300.0,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0
4488-PSYCG,Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.25,327.45,1,1.265625,16.17037037037037,324.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,1
1427-VERSM,Female,0,1,0,56,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.7,5669.5,0,1.7625,57.44174265450861,5527.2,0,0,1,1,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0
9801-NOSHQ,Male,0,0,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.8,465.45,0,0.8608695652173913,23.507575757575758,455.40000000000003,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0
6339-YPSAH,Male,0,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,73.8,704.3,0,8.2,9.543360433604336,664.1999999999999,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
3621-CEOVK,Female,1,1,0,14,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,1369.8,1,7.1571428571428575,13.67065868263473,1402.8,0,1,0,0,1,1,3,1,1,1,1,Developing (1-2yr),3,1,0
6906-ANDWJ,Male,0,1,1,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.9,1107.25,1,4.993333333333334,14.783044058744991,1123.5,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,1
2159-TURXX,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,95.55,0,4.01,4.765586034912718,100.25,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
1548-FEHVL,Male,0,1,0,61,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.2,6375.2,0,1.7409836065573772,60.03013182674199,6478.2,1,1,0,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0
3795-CAWEX,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.55,8152.3,0,1.665,69.94680394680395,8158.5,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
6215-NQCPY,Male,0,0,0,15,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.7,1566.75,0,6.6466666666666665,15.714643931795386,1495.5,1,0,0,0,1,1,3,1,1,1,1,Developing (1-2yr),3,1,0
5647-URDKA,Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,130.25,0,2.4625,6.611675126903553,157.6,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,0
2229-DPMBI,Female,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,162.15,0,2.4375,8.315384615384616,156.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,0
9626-WEQRM,Female,0,0,0,4,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,29.15,110.05,0,7.2875,3.775300171526587,116.6,1,0,0,0,0,0,1,0,0,1,0,New (0-12m),3,0,0
2188-SXWVT,Female,0,0,0,34,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,55.0,1885.15,0,1.6176470588235294,34.275454545454544,1870.0,1,1,0,0,0,0,2,0,1,1,1,Established (2-4yr),2,0,0
6258-PVZWJ,Male,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.8,6302.85,0,1.3352941176470587,69.41464757709252,6174.4,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
1094-BKOSX,Female,0,1,1,45,0,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),51.0,2264.5,0,1.1333333333333333,44.40196078431372,2295.0,0,1,1,1,0,1,4,1,0,1,0,Established (2-4yr),2,0,1
6969-MVBAI,Female,1,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,90.1,816.8,0,10.011111111111111,9.065482796892342,810.9,0,0,1,0,1,0,2,0,1,1,1,New (0-12m),3,1,0
2978-XXSOG,Female,0,0,0,22,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,59.05,1253.5,0,2.684090909090909,21.227773073666384,1299.1,1,0,0,1,0,0,2,0,1,1,1,Developing (1-2yr),3,0,0
