customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment,historical_ltv,churn_probability,expected_remaining_months,predictive_ltv,total_ltv,ltv_segment
4118-CEVPF,Female,1,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.8,3836.3,0,3.165714285714285,34.62364620938629,3878.0,1,1,1,1,1,1,6,1,1,1,1,Established (2-4yr),2,0,1,3836.3,0.2642962354720614,3.7836331577477558,411.0029827550913,4247.302982755092,High Value
3398-ZOUAA,Male,1,1,0,21,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,1474.75,1,3.2904761904761903,21.342257597684515,1451.1,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,1,0,1474.75,0.7361772801413666,1.3583684622920882,92.9494370929469,1567.699437092947,Medium Value
9114-VEPUF,Male,0,1,0,62,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Electronic check,96.1,6001.45,0,1.5499999999999998,62.45005202913632,5958.2,1,1,0,0,0,1,3,1,1,1,1,Loyal (4-6yr),2,1,0,6001.45,0.322510433249,3.1006748833701514,292.9548439623148,6294.404843962315,High Value
7876-BEUTG,Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,720.1,0,3.253333333333333,14.756147540983608,732.0,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,0,720.1,0.40759226220666234,2.4534322476734554,118.02577126721995,838.12577126722,Medium Value
2338-BQEZT,Female,0,0,0,55,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),50.55,2832.75,0,0.9190909090909092,56.03857566765579,2780.25,1,0,0,0,0,0,1,0,1,1,1,Loyal (4-6yr),3,0,1,2832.75,0.17969427115662576,5.56500768535006,273.77496055829863,3106.5249605582985,High Value
9873-MNDKV,Female,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.65,472.25,0,4.059090909090909,10.576707726763718,491.15,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0,472.25,0.3773387960103623,2.6501383122358257,116.55200104610891,588.8020010461089,Low Value
0378-NHQXU,Female,0,1,1,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,88.25,1460.65,1,5.191176470588236,16.551274787535412,1500.25,0,0,1,0,1,0,2,0,1,1,1,Developing (1-2yr),3,1,0,1460.65,0.7971188411335678,1.2545180823701503,109.68053824429414,1570.3305382442943,Medium Value
8241-JUIQO,Female,0,0,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,1336.35,0,0.3188524590163934,68.706940874036,1186.45,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,0,1,1336.35,0.1603628354840616,6.235858807194698,117.7127825627386,1454.0627825627384,Medium Value
2194-IIQOF,Female,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.3,6388.65,0,1.257746478873239,71.5414333706607,6340.3,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1,6388.65,0.03198377317127317,31.265854552087962,2449.023944081601,8837.6739440816,High Value
4512-ZUIYL,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.0,153.05,1,35.0,2.1864285714285714,140.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1,153.05,0.7430342129940907,1.345833048481649,93.2959739555479,246.3459739555479,Low Value
9631-RXVJM,Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,677.9,0,0.55,35.215584415584416,673.75,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,677.9,0.10008612669087111,9.991394742336556,183.81156468736032,861.7115646873604,Medium Value
9584-EXCDZ,Female,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.5,1165.6,0,4.147058823529412,16.53333333333333,1198.5,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,1,1165.6,0.4450472842276618,2.246952257523393,156.29201768580324,1321.8920176858032,Medium Value
7969-AULMZ,Female,0,0,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,97.35,2119.5,1,4.635714285714285,21.77195685670262,2044.35,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),3,1,0,2119.5,0.80567101837269,1.2412014050347988,119.71266634511919,2239.212666345119,Medium Value
5093-FEGLU,Female,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,921.55,0,0.4180851063829787,46.89821882951654,923.55,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1,921.55,0.12049401855771716,8.299167145139206,156.93650484051912,1078.486504840519,Medium Value
2621-UDNLU,Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,72.0,0,6.95,3.4532374100719423,62.55,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,72.0,0.46125913772997906,2.16797873083091,44.61252386201925,116.61252386201926,Low Value
7526-IVLYU,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,68.35,0,6.55,3.4783715012722647,58.95,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,68.35,0.5189221950423881,1.9270711670336533,37.41010489430698,105.76010489430698,Low Value
2428-HYUNX,Male,1,1,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.35,847.25,0,0.4397727272727273,43.78552971576227,851.4000000000001,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1,847.25,0.13109164371364002,7.628251287964822,142.4388918052245,989.6888918052246,Medium Value
9214-EKVXR,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.0,44.0,0,44.0,1.0,44.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0,44.0,0.6903116341822165,1.4486211016632486,63.09519476341921,107.09519476341922,Low Value
3410-MHHUM,Female,0,1,1,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,94.4,4295.35,0,2.145454545454545,45.50158898305085,4153.6,0,1,1,0,0,1,3,1,1,1,1,Established (2-4yr),2,1,0,4295.35,0.35416544779019554,2.8235391290693923,262.35191529496535,4557.701915294966,High Value
0568-ONFPC,Male,0,1,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.9,135.0,1,5.18,5.212355212355213,129.5,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1,135.0,0.5294382206636744,1.8887945013611889,48.33724415919447,183.33724415919448,Low Value
0733-VUNUW,Male,0,0,0,24,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),55.65,1400.55,1,2.31875,25.16711590296496,1335.6,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1,1400.55,0.2810644551556476,3.5579027573807616,194.29433948739953,1594.8443394873996,Medium Value
4550-EVXNY,Female,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,69.65,1,69.65,1.0,69.65,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,69.65,0.9795741574251841,1.0208517572865594,70.50861007000013,140.15861007000012,Low Value
2122-YWVYA,Female,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,1380.4,0,4.188888888888889,18.307692307692307,1357.2,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0,1380.4,0.5076503170841326,1.9698598943931531,146.70955562359214,1527.1095556235923,Medium Value
2968-SSGAA,Female,0,0,0,10,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,1060.2,1,10.06,10.538767395626245,1006.0,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0,1060.2,0.8897016463860343,1.1239722934783782,112.07955155219038,1172.2795515521905,Medium Value
2296-DKZFP,Female,0,1,0,65,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),71.0,4386.2,0,1.0923076923076922,61.7774647887324,4615.0,1,1,1,0,0,1,4,1,1,1,1,Loyal (4-6yr),1,0,1,4386.2,0.04907482794982796,20.37704545846514,1325.5401925806393,5711.740192580639,High Value
4844-JJWUY,Female,1,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.0,86.0,1,86.0,1.0,86.0,0,1,0,0,0,1,2,0,1,1,1,New (0-12m),3,1,0,86.0,0.9515747711976006,1.0508895677650785,89.61069212173766,175.61069212173766,Low Value
6777-TGHTM,Female,0,0,0,53,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),106.95,5785.5,1,2.017924528301887,54.09537166900421,5668.35,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,0,1,5785.5,0.474600943447194,2.1070333167411075,222.4628061786723,6007.9628061786725,High Value
8909-BOLNL,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.2,52.05,0,7.066666666666666,2.455188679245283,63.6,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),2,0,0,52.05,0.3409698647253983,2.9328105016123778,61.17051936870401,113.220519368704,Low Value
6603-YRDCJ,Male,0,1,0,33,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.05,2018.4,0,1.85,33.06142506142506,2014.65,1,1,0,1,0,0,3,1,1,1,1,Established (2-4yr),1,0,0,2018.4,0.07773342678563268,12.86447853068055,741.8193961522054,2760.2193961522053,Medium Value
3538-WZPHD,Male,0,0,0,3,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,29.6,79.45,1,9.866666666666667,2.684121621621621,88.80000000000001,0,1,0,0,0,0,1,0,0,1,0,New (0-12m),3,1,0,79.45,0.7681834195261454,1.301772434266872,38.16626932751524,117.61626932751524,Low Value
3229-USWAR,Female,0,0,0,34,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.95,2727.3,0,2.351470588235294,34.112570356472794,2718.3,1,0,1,1,1,1,5,1,1,1,1,Established (2-4yr),2,0,1,2727.3,0.24610978218896512,4.063227357749607,318.1153829515165,3045.4153829515167,Medium Value
2138-VFAPZ,Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,263.65,0,1.407142857142857,13.383248730964466,275.8,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,0,263.65,0.1673700133556055,5.974785924616814,114.35701724426389,378.00701724426386,Low Value
6131-JLWZM,Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,275.4,0,1.5615384615384615,13.566502463054183,263.90000000000003,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,0,275.4,0.29715452711961016,3.365252448593797,67.09035625205895,342.4903562520589,Low Value
4785-QRJHC,Male,1,1,0,46,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),59.9,2816.65,1,1.3021739130434782,47.02253756260434,2755.4,0,1,1,1,1,1,5,1,0,1,0,Established (2-4yr),2,0,1,2816.65,0.23561974568688968,4.24412647201852,248.76317974075764,3065.4131797407576,High Value
0269-XFESX,Male,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.35,538.5,0,1.058695652173913,22.11498973305955,560.0500000000001,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0,538.5,0.2270635123926165,4.404054132091887,104.86633692067676,643.3663369206768,Low Value
1709-EJDOX,Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,948.9,0,0.4202127659574468,48.04556962025316,928.25,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,948.9,0.09675543461448624,10.335336758957412,194.8034389344088,1143.7034389344087,Medium Value
4316-XCSLJ,Male,0,0,1,17,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.3,846.8,0,2.9588235294117644,16.83499005964215,855.0999999999999,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,0,846.8,0.3048050652562924,3.2807853739542012,162.12266409026472,1008.9226640902647,Medium Value
8610-WFCJF,Female,0,1,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.6,4783.5,1,1.9510204081632647,50.03661087866109,4684.4,0,0,0,0,1,1,2,0,1,1,1,Loyal (4-6yr),3,1,0,4783.5,0.7455780905067951,1.3412411291757051,126.98332320678017,4910.48332320678,High Value
9693-XMUOB,Male,1,1,0,59,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.25,2997.45,0,0.8516949152542372,59.65074626865671,2964.75,0,1,0,0,1,1,3,1,0,1,0,Loyal (4-6yr),3,1,0,2997.45,0.488571600345557,2.046782906113904,101.5596814302028,3099.009681430203,High Value
0383-CLDDA,Female,0,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.35,5897.4,0,1.2369565217391305,69.09666080843586,5889.15,1,0,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1,5897.4,0.04895689033189033,20.42613395623708,1596.9711607873728,7494.371160787372,High Value
4905-JEFDW,Male,0,0,0,11,0,No phone service,DSL,No,No,Yes,No,Yes,No,One year,1,Electronic check,41.6,470.6,1,3.7818181818181817,11.3125,457.6,0,0,1,0,1,0,2,0,0,1,0,New (0-12m),2,1,0,470.6,0.5260035257784013,1.9011279411486066,78.1411719880083,548.7411719880083,Low Value
2709-UQGNP,Male,0,0,0,10,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,51.65,524.5,0,5.165,10.154888673765733,516.5,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,524.5,0.32757939289398746,3.0526950769568826,155.04612308747485,679.5461230874748,Low Value
3549-ZTMNH,Male,0,1,1,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.0,269.65,0,2.0,11.235416666666666,288.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,1,269.65,0.2158510647916843,4.632824030611523,108.62551516422276,378.2755151642227,Low Value
7881-INRLC,Male,0,0,0,45,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.85,4740.0,1,2.241111111111111,47.000495785820526,4538.25,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,0,1,4740.0,0.6060393493023561,1.6500578735541722,164.58932239372004,4904.58932239372,High Value
8033-ATFAS,Female,0,1,1,39,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,59.85,2341.5,0,1.5346153846153847,39.122807017543856,2334.15,0,0,1,0,1,0,2,0,1,1,1,Established (2-4yr),3,0,0,2341.5,0.29268259488992404,3.4166705416018788,200.78046009779095,2542.280460097791,Medium Value
1635-NZATJ,Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,1789.65,0,0.3584507042253521,70.32023575638507,1806.95,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1789.65,0.07861899154766802,12.719572972310171,305.9406303245516,2095.5906303245515,Medium Value
0562-HKHML,Male,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,1626.4,0,0.3366197183098591,68.05020920502093,1696.9,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1626.4,0.06508150003591182,15.365349591638214,343.3538449396387,1969.7538449396388,Medium Value
8277-RVRSV,Female,0,1,1,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,800.3,0,0.7318181818181818,33.13871635610766,796.9499999999999,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1,800.3,0.20054140710045026,4.986501363776233,117.4775204012745,917.7775204012745,Medium Value
9943-VSZUV,Male,1,0,0,67,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.7,5060.85,0,1.129850746268657,66.85402906208719,5071.900000000001,0,0,0,0,0,0,0,0,1,1,1,Loyal (4-6yr),3,0,0,5060.85,0.24939127241072792,4.00976341446736,297.3072600310647,5358.157260031065,High Value
0117-LFRMW,Male,0,1,1,37,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),40.2,1448.8,1,1.0864864864864865,36.03980099502487,1487.4,1,1,1,0,0,0,3,1,0,1,0,Established (2-4yr),3,0,1,1448.8,0.45553433888034095,2.1952241898116895,87.08667305305933,1535.8866730530592,Medium Value
6172-FECYY,Male,0,1,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.5,4254.85,1,1.7244897959183674,50.35325443786983,4140.5,0,0,0,0,1,0,1,0,1,1,1,Loyal (4-6yr),3,1,0,4254.85,0.7089915007371745,1.410454143611382,117.99758661688455,4372.847586616885,High Value
7054-ENNGU,Female,0,1,0,9,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.85,466.6,0,5.65,9.176007866273354,457.65,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,466.6,0.2945605776967681,3.3948874211858664,169.51556875686674,636.1155687568668,Low Value
1455-HFBXA,Male,0,1,0,52,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),91.6,4627.8,0,1.7615384615384615,50.52183406113538,4763.2,1,0,1,1,0,0,3,1,1,1,1,Loyal (4-6yr),1,0,1,4627.8,0.14898502926811744,6.712083790649685,595.5388352041476,5223.3388352041475,High Value
9402-CXWPL,Female,0,0,0,70,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,98.9,6838.6,0,1.412857142857143,69.14661274014156,6923.0,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,1,0,6838.6,0.2870549207985293,3.483653919668753,338.19357331242594,7176.793573312426,High Value
1628-BIZYP,Male,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,85.0,0,85.0,1.0,85.0,0,1,0,0,0,1,2,0,1,1,1,New (0-12m),3,1,0,85.0,0.9467876891753086,1.0562030024609228,89.0145625468314,174.0145625468314,Low Value
1965-AKTSX,Female,1,0,0,14,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.95,1101.85,1,5.639285714285714,13.95630145661811,1105.3,0,1,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0,1101.85,0.8818016404777559,1.134041891165234,88.7433690654587,1190.5933690654585,Medium Value
0082-LDZUE,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.3,44.3,0,44.3,1.0,44.3,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0,44.3,0.7009150488964838,1.4267064198070702,62.570057834983096,106.8700578349831,Low Value
4786-UKSNZ,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,1,20.2,1.0,20.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,20.2,0.6554329661842787,1.5257090375262636,30.49813330476209,50.69813330476209,Low Value
5343-SGUBI,Female,0,0,0,52,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,80.2,4297.6,0,1.5423076923076924,53.586034912718205,4170.400000000001,0,1,0,0,0,0,1,0,1,1,1,Loyal (4-6yr),2,0,0,4297.6,0.16810402888734932,5.948697402547828,463.5719135342639,4761.171913534265,High Value
0856-NAOES,Male,0,0,0,6,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,60.9,414.1,0,10.15,6.7996715927750415,365.4,0,0,1,0,1,0,2,0,1,1,1,New (0-12m),3,0,0,414.1,0.4233443558692086,2.3621432201376695,141.8634231298433,555.9634231298434,Low Value
1976-AZZPJ,Male,0,1,0,7,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,34.2,256.6,0,4.885714285714286,7.502923976608187,239.40000000000003,1,1,0,0,0,0,2,0,0,1,0,New (0-12m),3,0,0,256.6,0.3529945340186877,2.83290505554134,95.35857394174815,351.95857394174817,Low Value
7248-VZQLC,Female,1,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.2,3969.35,1,1.8127659574468085,46.588615023474176,4004.4,0,1,1,0,0,0,2,0,1,1,1,Established (2-4yr),3,0,1,3969.35,0.6483047866338236,1.5424843694156176,130.04102101834377,4099.391021018344,High Value
6156-UZDLF,Female,0,0,0,26,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),87.15,2274.1,0,3.351923076923077,26.094090648307517,2265.9,1,0,1,1,0,0,3,1,1,1,1,Established (2-4yr),2,0,1,2274.1,0.16061188266208698,6.226189391627458,526.6410891939782,2800.741089193978,Medium Value
3099-OONVS,Male,0,1,1,25,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.3,1296.8,0,2.172,23.882136279926332,1357.5,1,0,0,1,0,0,2,0,1,1,1,Established (2-4yr),3,1,0,1296.8,0.311193910969865,3.213430484174341,171.46974340024633,1468.2697434002462,Medium Value
9500-WBGRP,Male,0,0,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.1,1268.85,0,0.2768115942028986,66.43193717277487,1317.9,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1268.85,0.08984369428384403,11.130441685096903,202.2269782044165,1471.0769782044165,Medium Value
5183-KLYEM,Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),112.75,8192.6,0,1.5659722222222223,72.66164079822617,8118.0,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1,8192.6,0.09264292819790697,10.794132044960476,1159.296344929583,9351.896344929584,High Value
5144-PQCDZ,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,59.25,0,4.9875,2.9699248120300754,79.8,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,59.25,0.508022724622112,1.9684158828600449,38.7894903341665,98.0394903341665,Low Value
8514-VZHEB,Male,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,1147.85,0,0.3305084745762712,58.86410256410256,1150.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1147.85,0.09718533461316835,10.28961832544334,191.52257714575222,1339.372577145752,Medium Value
6625-IUTTT,Male,0,0,0,67,1,No,DSL,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),65.55,4361.55,0,0.978358208955224,66.53775743707094,4391.849999999999,1,0,1,0,0,1,3,1,1,1,1,Loyal (4-6yr),1,0,1,4361.55,0.0496139208014208,20.155633415921503,1211.5750015076655,5573.125001507666,High Value
9355-NPPFS,Female,1,0,0,26,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.8,2006.1,0,3.0307692307692307,25.45812182741117,2048.8,0,0,0,0,0,1,1,0,1,1,1,Established (2-4yr),3,1,0,2006.1,0.521726884340742,1.9167116551097563,149.2211002194171,2155.321100219417,Medium Value
0068-FIGTF,Female,0,0,0,27,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Mailed check,78.2,2078.95,0,2.8962962962962964,26.585038363171357,2111.4,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),2,0,0,2078.95,0.23312558590883406,4.289533455118304,328.1757066174431,2407.125706617443,Medium Value
5965-GGPRW,Male,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),105.25,7609.75,0,1.4618055555555556,72.30166270783847,7578.0,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1,7609.75,0.12757372675261938,7.838604589322054,795.4419157702314,8405.191915770232,High Value
8035-PWSEV,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.25,487.05,0,14.875,5.457142857142857,535.5,0,0,1,1,0,1,3,1,1,1,1,New (0-12m),3,1,0,487.05,0.765226096373368,1.3068033156988434,115.5213702489284,602.5713702489284,Low Value
2236-HILPA,Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,1218.45,0,0.3330645161290322,59.00484261501212,1280.3,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1218.45,0.07566476760573164,13.216190727112595,257.4093425703545,1475.8593425703546,Medium Value
1840-BIUOG,Male,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,68.7,1416.2,0,3.435,20.61426491994177,1374.0,0,1,0,1,1,0,3,1,1,1,1,Developing (1-2yr),2,1,0,1416.2,0.324368596426158,3.082912498367111,208.2432206726458,1624.4432206726458,Medium Value
1356-MKYSK,Male,0,0,0,6,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),78.65,483.3,0,13.108333333333334,6.144945963127781,471.9,1,0,1,1,1,1,5,1,1,1,1,New (0-12m),3,0,1,483.3,0.49651311781195034,2.014045478610578,156.43730000498968,639.7373000049897,Low Value
6080-LNESI,Male,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.75,1234.6,0,0.4852941176470588,49.88282828282828,1262.25,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1234.6,0.09456412237005506,10.574835095351796,249.53320454310983,1484.1332045431097,Medium Value
